SpineBase;2017-11-20 14:45:14.572;0,1453989;0,02528523;1,859445;Tracked;
SpineMid;2017-11-20 14:45:14.574;0,1763541;0,381636;1,925623;Tracked;
Neck;2017-11-20 14:45:14.577;0,2051837;0,7188058;1,977727;Tracked;
Head;2017-11-20 14:45:14.578;0,2436148;0,8439046;2,011686;Tracked;
ShoulderLeft;2017-11-20 14:45:14.579;0,1189628;0,5797346;1,898781;Tracked;
ElbowLeft;2017-11-20 14:45:14.580;-0,07893035;0,3158444;1,951457;Tracked;
WristLeft;2017-11-20 14:45:14.581;-0,2530871;0,07072127;1,840013;Tracked;
HandLeft;2017-11-20 14:45:14.583;-0,2895591;-0,006481623;1,816336;Tracked;
ShoulderRight;2017-11-20 14:45:14.583;0,3493169;0,5471607;1,922678;Tracked;
ElbowRight;2017-11-20 14:45:14.584;0,4283734;0,2878863;1,91482;Tracked;
WristRight;2017-11-20 14:45:14.586;0,5765984;0,04361751;1,78151;Tracked;
HandRight;2017-11-20 14:45:14.588;0,6315485;-0,0280418;1,734363;Tracked;
HipLeft;2017-11-20 14:45:14.589;0,08359507;0,03100556;1,817724;Tracked;
KneeLeft;2017-11-20 14:45:14.590;-0,01070193;-0,4224972;1,742494;Tracked;
AnkleLeft;2017-11-20 14:45:14.591;-0,06387237;-0,7569252;1,662576;Tracked;
FootLeft;2017-11-20 14:45:14.592;-0,07295068;-0,8061686;1,543927;Tracked;
HipRight;2017-11-20 14:45:14.594;0,2005792;0,01833403;1,815112;Tracked;
KneeRight;2017-11-20 14:45:14.594;0,2401896;-0,4227862;1,721285;Tracked;
AnkleRight;2017-11-20 14:45:14.595;0,2317067;-0,7414561;1,641776;Tracked;
FootRight;2017-11-20 14:45:14.597;0,2249574;-0,800142;1,531216;Tracked;
SpineShoulder;2017-11-20 14:45:14.598;0,1982976;0,6368943;1,967062;Tracked;
HandTipLeft;2017-11-20 14:45:14.599;-0,3009955;-0,07725411;1,795424;Tracked;
ThumbLeft;2017-11-20 14:45:14.600;-0,283235;-0,05887194;1,833847;Tracked;
HandTipRight;2017-11-20 14:45:14.600;0,6584022;-0,09798123;1,705129;Tracked;
ThumbRight;2017-11-20 14:45:14.601;0,6552691;-0,006693233;1,705038;Tracked;
SpineBase;2017-11-20 14:45:14.615;0,1455961;0,02517168;1,859522;Tracked;
SpineMid;2017-11-20 14:45:14.616;0,1766043;0,3814516;1,92573;Tracked;
Neck;2017-11-20 14:45:14.617;0,2054483;0,7185668;1,977879;Tracked;
Head;2017-11-20 14:45:14.618;0,2438482;0,8435621;2,01193;Tracked;
ShoulderLeft;2017-11-20 14:45:14.618;0,1178298;0,5803731;1,90044;Tracked;
ElbowLeft;2017-11-20 14:45:14.620;-0,07847044;0,3158907;1,951786;Tracked;
WristLeft;2017-11-20 14:45:14.620;-0,244257;0,07832887;1,845475;Tracked;
HandLeft;2017-11-20 14:45:14.621;-0,2886365;-0,005262347;1,816344;Tracked;
ShoulderRight;2017-11-20 14:45:14.622;0,34958;0,5470883;1,922928;Tracked;
ElbowRight;2017-11-20 14:45:14.623;0,4284302;0,2888336;1,915537;Tracked;
WristRight;2017-11-20 14:45:14.624;0,5783281;0,04030703;1,780662;Tracked;
HandRight;2017-11-20 14:45:14.624;0,6311744;-0,02708602;1,733723;Tracked;
HipLeft;2017-11-20 14:45:14.625;0,08387444;0,03088197;1,817867;Tracked;
KneeLeft;2017-11-20 14:45:14.626;-0,01064286;-0,4225841;1,742468;Tracked;
AnkleLeft;2017-11-20 14:45:14.627;-0,06347931;-0,7565885;1,66275;Tracked;
FootLeft;2017-11-20 14:45:14.627;-0,07318258;-0,8060052;1,544299;Tracked;
HipRight;2017-11-20 14:45:14.628;0,2006946;0,01824285;1,815141;Tracked;
KneeRight;2017-11-20 14:45:14.628;0,2405545;-0,4221355;1,721244;Tracked;
AnkleRight;2017-11-20 14:45:14.629;0,2317981;-0,741219;1,641905;Tracked;
FootRight;2017-11-20 14:45:14.630;0,2251177;-0,7999882;1,531402;Tracked;
SpineShoulder;2017-11-20 14:45:14.630;0,1985636;0,6366662;1,967203;Tracked;
HandTipLeft;2017-11-20 14:45:14.631;-0,3021955;-0,07555387;1,795669;Tracked;
ThumbLeft;2017-11-20 14:45:14.632;-0,2850486;-0,05596032;1,832366;Tracked;
HandTipRight;2017-11-20 14:45:14.632;0,6599364;-0,09672756;1,701488;Tracked;
ThumbRight;2017-11-20 14:45:14.633;0,663103;-0,03476884;1,695059;Tracked;
SpineBase;2017-11-20 14:45:14.645;0,1457263;0,02485529;1,859618;Tracked;
SpineMid;2017-11-20 14:45:14.646;0,1767678;0,3812455;1,925907;Tracked;
Neck;2017-11-20 14:45:14.647;0,2056459;0,7184555;1,978188;Tracked;
Head;2017-11-20 14:45:14.648;0,2442656;0,8432664;2,01243;Tracked;
ShoulderLeft;2017-11-20 14:45:14.649;0,1192569;0,5795602;1,900021;Tracked;
ElbowLeft;2017-11-20 14:45:14.650;-0,07815525;0,315471;1,95238;Tracked;
WristLeft;2017-11-20 14:45:14.651;-0,2465943;0,07535397;1,844521;Tracked;
HandLeft;2017-11-20 14:45:14.652;-0,2897253;-0,005894424;1,817591;Tracked;
ShoulderRight;2017-11-20 14:45:14.653;0,3497332;0,5468689;1,923103;Tracked;
ElbowRight;2017-11-20 14:45:14.654;0,428828;0,2881223;1,915799;Tracked;
WristRight;2017-11-20 14:45:14.654;0,5792068;0,03870269;1,780231;Tracked;
HandRight;2017-11-20 14:45:14.655;0,6314442;-0,02894649;1,734341;Tracked;
HipLeft;2017-11-20 14:45:14.656;0,08407252;0,03057085;1,81795;Tracked;
KneeLeft;2017-11-20 14:45:14.656;-0,01045599;-0,4230445;1,742315;Tracked;
AnkleLeft;2017-11-20 14:45:14.657;-0,06349767;-0,7570545;1,662498;Tracked;
FootLeft;2017-11-20 14:45:14.658;-0,07330056;-0,8061556;1,543795;Tracked;
HipRight;2017-11-20 14:45:14.658;0,2007475;0,01793553;1,815252;Tracked;
KneeRight;2017-11-20 14:45:14.659;0,2406413;-0,4221485;1,721184;Tracked;
AnkleRight;2017-11-20 14:45:14.660;0,2318333;-0,7412348;1,641894;Tracked;
FootRight;2017-11-20 14:45:14.661;0,2251492;-0,8000305;1,5314;Tracked;
SpineShoulder;2017-11-20 14:45:14.662;0,1987527;0,6365296;1,967473;Tracked;
HandTipLeft;2017-11-20 14:45:14.662;-0,3022044;-0,0761125;1,795108;Tracked;
ThumbLeft;2017-11-20 14:45:14.663;-0,278712;-0,08717291;1,8045;Tracked;
HandTipRight;2017-11-20 14:45:14.664;0,6587474;-0,09816669;1,703866;Tracked;
ThumbRight;2017-11-20 14:45:14.665;0,6555026;-0,009208094;1,706334;Tracked;
SpineBase;2017-11-20 14:45:14.680;0,1459236;0,02460177;1,859893;Tracked;
SpineMid;2017-11-20 14:45:14.681;0,1769567;0,3810577;1,926169;Tracked;
Neck;2017-11-20 14:45:14.682;0,2058013;0,7183424;1,978446;Tracked;
Head;2017-11-20 14:45:14.683;0,2447519;0,8429112;2,013041;Tracked;
ShoulderLeft;2017-11-20 14:45:14.684;0,1200169;0,5790317;1,899899;Tracked;
ElbowLeft;2017-11-20 14:45:14.685;-0,07787113;0,3153231;1,952806;Tracked;
WristLeft;2017-11-20 14:45:14.685;-0,2472734;0,0735536;1,844419;Tracked;
HandLeft;2017-11-20 14:45:14.686;-0,2892557;-0,00691002;1,819366;Tracked;
ShoulderRight;2017-11-20 14:45:14.687;0,3498163;0,5468817;1,923298;Tracked;
ElbowRight;2017-11-20 14:45:14.688;0,429323;0,2870634;1,916227;Tracked;
WristRight;2017-11-20 14:45:14.688;0,579933;0,03736016;1,780087;Tracked;
HandRight;2017-11-20 14:45:14.689;0,631349;-0,02908781;1,734674;Tracked;
HipLeft;2017-11-20 14:45:14.690;0,084355;0,03036795;1,818129;Tracked;
KneeLeft;2017-11-20 14:45:14.690;-0,0101789;-0,422767;1,742285;Tracked;
AnkleLeft;2017-11-20 14:45:14.691;-0,06333959;-0,7568052;1,662734;Tracked;
FootLeft;2017-11-20 14:45:14.692;-0,07343936;-0,806086;1,544199;Tracked;
HipRight;2017-11-20 14:45:14.692;0,200839;0,01762154;1,815661;Tracked;
KneeRight;2017-11-20 14:45:14.693;0,240817;-0,4217881;1,721074;Tracked;
AnkleRight;2017-11-20 14:45:14.694;0,2318417;-0,7412267;1,641905;Tracked;
FootRight;2017-11-20 14:45:14.694;0,2251139;-0,8000176;1,531392;Tracked;
SpineShoulder;2017-11-20 14:45:14.695;0,198919;0,6363972;1,967733;Tracked;
HandTipLeft;2017-11-20 14:45:14.695;-0,3029647;-0,07603664;1,794397;Tracked;
ThumbLeft;2017-11-20 14:45:14.697;-0,2839429;-0,05890392;1,8365;Tracked;
HandTipRight;2017-11-20 14:45:14.697;0,6588353;-0,09800889;1,70482;Tracked;
ThumbRight;2017-11-20 14:45:14.698;0,6159059;-0,07909219;1,641286;Tracked;
SpineBase;2017-11-20 14:45:14.708;0,1459925;0,02454987;1,860077;Tracked;
SpineMid;2017-11-20 14:45:14.709;0,1770922;0,3809837;1,92646;Tracked;
Neck;2017-11-20 14:45:14.710;0,2059953;0,7182619;1,978882;Tracked;
Head;2017-11-20 14:45:14.711;0,2452231;0,8427852;2,01388;Tracked;
ShoulderLeft;2017-11-20 14:45:14.711;0,1198303;0,5799976;1,900692;Tracked;
ElbowLeft;2017-11-20 14:45:14.712;-0,07762937;0,3150657;1,95352;Tracked;
WristLeft;2017-11-20 14:45:14.713;-0,2477106;0,07253441;1,844648;Tracked;
HandLeft;2017-11-20 14:45:14.714;-0,2892103;-0,00657968;1,8218;Tracked;
ShoulderRight;2017-11-20 14:45:14.714;0,3498197;0,5469065;1,923457;Tracked;
ElbowRight;2017-11-20 14:45:14.715;0,4297653;0,2861945;1,916875;Tracked;
WristRight;2017-11-20 14:45:14.716;0,5801609;0,03698976;1,780114;Tracked;
HandRight;2017-11-20 14:45:14.717;0,6315565;-0,02884024;1,736276;Tracked;
HipLeft;2017-11-20 14:45:14.717;0,08450972;0,03031683;1,818406;Tracked;
KneeLeft;2017-11-20 14:45:14.718;-0,01009455;-0,4226085;1,742325;Tracked;
AnkleLeft;2017-11-20 14:45:14.719;-0,06312541;-0,7564859;1,663086;Tracked;
FootLeft;2017-11-20 14:45:14.720;-0,07347777;-0,8061321;1,544869;Tracked;
HipRight;2017-11-20 14:45:14.721;0,2008433;0,01757882;1,815772;Tracked;
KneeRight;2017-11-20 14:45:14.722;0,240848;-0,4218149;1,721099;Tracked;
AnkleRight;2017-11-20 14:45:14.722;0,2318332;-0,7413573;1,641935;Tracked;
FootRight;2017-11-20 14:45:14.723;0,2251103;-0,8000167;1,531274;Tracked;
SpineShoulder;2017-11-20 14:45:14.723;0,1991006;0,6363162;1,968132;Tracked;
HandTipLeft;2017-11-20 14:45:14.724;-0,3022311;-0,07644142;1,798222;Tracked;
ThumbLeft;2017-11-20 14:45:14.724;-0,2832163;-0,05932759;1,841231;Tracked;
HandTipRight;2017-11-20 14:45:14.725;0,662951;-0,09835413;1,712245;Tracked;
ThumbRight;2017-11-20 14:45:14.726;0,6564056;-0,012839;1,706344;Tracked;
SpineBase;2017-11-20 14:45:14.738;0,1461127;0,02419019;1,86007;Tracked;
SpineMid;2017-11-20 14:45:14.739;0,1771674;0,3808137;1,926518;Tracked;
Neck;2017-11-20 14:45:14.740;0,2060342;0,7182015;1,978985;Tracked;
Head;2017-11-20 14:45:14.742;0,245504;0,8423627;2,013968;Tracked;
ShoulderLeft;2017-11-20 14:45:14.742;0,1205411;0,579308;1,900399;Tracked;
ElbowLeft;2017-11-20 14:45:14.743;-0,07753554;0,314837;1,953675;Tracked;
WristLeft;2017-11-20 14:45:14.744;-0,2479112;0,07206317;1,84468;Tracked;
HandLeft;2017-11-20 14:45:14.745;-0,2891367;-0,007743211;1,819752;Tracked;
ShoulderRight;2017-11-20 14:45:14.746;0,3498814;0,5467871;1,923468;Tracked;
ElbowRight;2017-11-20 14:45:14.747;0,429765;0,2861397;1,916899;Tracked;
WristRight;2017-11-20 14:45:14.748;0,5801817;0,03665451;1,780056;Tracked;
HandRight;2017-11-20 14:45:14.749;0,6291419;-0,02761228;1,733966;Tracked;
HipLeft;2017-11-20 14:45:14.750;0,0847117;0,02998193;1,818347;Tracked;
KneeLeft;2017-11-20 14:45:14.751;-0,01006349;-0,4225833;1,742278;Tracked;
AnkleLeft;2017-11-20 14:45:14.752;-0,0630949;-0,7562687;1,6631;Tracked;
FootLeft;2017-11-20 14:45:14.752;-0,07337295;-0,8061001;1,545014;Tracked;
HipRight;2017-11-20 14:45:14.753;0,200872;0,01719995;1,815812;Tracked;
KneeRight;2017-11-20 14:45:14.754;0,2409028;-0,4212995;1,720758;Tracked;
AnkleRight;2017-11-20 14:45:14.755;0,2317538;-0,7411978;1,64185;Tracked;
FootRight;2017-11-20 14:45:14.755;0,2251481;-0,8000171;1,531342;Tracked;
SpineShoulder;2017-11-20 14:45:14.756;0,199147;0,6362346;1,968222;Tracked;
HandTipLeft;2017-11-20 14:45:14.757;-0,3021309;-0,07680763;1,797616;Tracked;
ThumbLeft;2017-11-20 14:45:14.758;-0,2782728;-0,08190227;1,8166;Tracked;
HandTipRight;2017-11-20 14:45:14.758;0,6562365;-0,09772745;1,700812;Tracked;
ThumbRight;2017-11-20 14:45:14.759;0,6558387;-0,01073901;1,705806;Tracked;
SpineBase;2017-11-20 14:45:14.769;0,1462662;0,02392003;1,860124;Tracked;
SpineMid;2017-11-20 14:45:14.770;0,1772901;0,3806491;1,926637;Tracked;
Neck;2017-11-20 14:45:14.771;0,2061276;0,7181217;1,979185;Tracked;
Head;2017-11-20 14:45:14.772;0,2457409;0,842055;2,014285;Tracked;
ShoulderLeft;2017-11-20 14:45:14.772;0,1212346;0,578795;1,900231;Tracked;
ElbowLeft;2017-11-20 14:45:14.773;-0,07706733;0,3146929;1,954458;Tracked;
WristLeft;2017-11-20 14:45:14.774;-0,248044;0,0716684;1,845011;Tracked;
HandLeft;2017-11-20 14:45:14.775;-0,2890637;-0,006929751;1,822497;Tracked;
ShoulderRight;2017-11-20 14:45:14.776;0,3498813;0,5467163;1,92362;Tracked;
ElbowRight;2017-11-20 14:45:14.777;0,4297813;0,2861173;1,917158;Tracked;
WristRight;2017-11-20 14:45:14.778;0,5776187;0,04121345;1,783646;Tracked;
HandRight;2017-11-20 14:45:14.778;0,6298971;-0,02804481;1,734436;Tracked;
HipLeft;2017-11-20 14:45:14.780;0,08500112;0,02962026;1,818445;Tracked;
KneeLeft;2017-11-20 14:45:14.780;-0,01005039;-0,422589;1,74229;Tracked;
AnkleLeft;2017-11-20 14:45:14.781;-0,06306373;-0,7560944;1,663242;Tracked;
FootLeft;2017-11-20 14:45:14.782;-0,07339503;-0,8060681;1,545273;Tracked;
HipRight;2017-11-20 14:45:14.783;0,2009158;0,01702276;1,815832;Tracked;
KneeRight;2017-11-20 14:45:14.784;0,2409408;-0,4211035;1,720638;Tracked;
AnkleRight;2017-11-20 14:45:14.784;0,2317994;-0,7411156;1,641836;Tracked;
FootRight;2017-11-20 14:45:14.785;0,2251186;-0,8;1,531391;Tracked;
SpineShoulder;2017-11-20 14:45:14.786;0,1992477;0,6361344;1,968399;Tracked;
HandTipLeft;2017-11-20 14:45:14.787;-0,3005316;-0,07809898;1,799451;Tracked;
ThumbLeft;2017-11-20 14:45:14.788;-0,2778563;-0,08982399;1,8042;Tracked;
